Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2019-03-11 00:00:00-04:00,78.6500015258789,80.61000061035156,78.5999984741211,80.2933349609375,3619500,0.0,0.0,,,,,,,,,,81.49333190917969
2019-03-12 00:00:00-04:00,80.63333129882812,80.836669921875,79.836669921875,80.07333374023438,3325500,0.0,0.0,-0.002739968651322755,0.9972600313486772,,,,,,,,79.80999755859375
2019-03-13 00:00:00-04:00,80.54000091552734,81.67666625976562,80.41000366210938,80.91666412353516,3420300,0.0,0.0,0.010531975426883333,1.0077631494930543,,,,,,,,78.48666381835938
2019-03-14 00:00:00-04:00,81.0,81.8066635131836,80.53333282470703,80.91999816894531,3309900,0.0,0.0,4.120344611657778e-05,1.0078046728076828,,,,,,,,79.76000213623047
2019-03-15 00:00:00-04:00,81.07666778564453,81.23332977294922,79.87666320800781,79.90666961669922,5793900,0.0,0.0,-0.012522597320509865,0.995184340712384,,,,,,,,80.36333465576172
2019-03-18 00:00:00-04:00,79.71333312988281,81.04000091552734,79.43000030517578,80.336669921875,3659700,0.0,0.0,0.005381281778334968,1.0005397080711438,,,,,,,,81.03666687011719
2019-03-19 00:00:00-04:00,80.93333435058594,81.33333587646484,80.32666778564453,80.83333587646484,2488800,0.0,0.0,0.006182306972305929,1.006725351684421,,,,,,,,81.81999969482422
2019-03-20 00:00:00-04:00,81.08333587646484,82.56666564941406,80.53333282470703,81.94000244140625,3078900,0.0,0.0,0.013690719960298248,1.020508146551265,,,,,,,,81.94667053222656
2019-03-21 00:00:00-04:00,81.66666412353516,83.41999816894531,81.39666748046875,83.26333618164062,3907200,0.0,0.0,0.01615003296077111,1.0369893867548035,,,,81.0099983215332,,,,83.06666564941406
2019-03-22 00:00:00-04:00,83.0,83.36333465576172,80.37999725341797,80.78666687011719,3084300,0.0,0.0,-0.02974501653549566,1.0061441202986483,,,,81.42499923706055,,,,82.9433364868164
2019-03-25 00:00:00-04:00,80.19000244140625,81.03333282470703,79.4000015258789,80.61000061035156,5079000,0.0,0.0,-0.002186824467577786,1.0039438597184698,,,,81.40999984741211,,,,82.12999725341797
2019-03-26 00:00:00-04:00,81.5633316040039,82.3133316040039,81.0199966430664,81.4000015258789,3142800,0.0,0.0,0.009800284202279075,1.0137827948668439,,,,81.40999984741211,,,,82.24333190917969
2019-03-27 00:00:00-04:00,81.5,81.83000183105469,78.56666564941406,79.81666564941406,3034800,0.0,0.0,-0.01945130032904807,0.9940634012554671,,,,80.99333190917969,,,,83.58999633789062
2019-03-28 00:00:00-04:00,80.0,80.5633316040039,78.60333251953125,79.46333312988281,3483900,0.0,0.0,-0.004426801303417327,0.9896628800951099,,,,80.99333190917969,,,,82.61333465576172
2019-03-29 00:00:00-04:00,79.73332977294922,80.99333190917969,79.08999633789062,80.95999908447266,2073900,0.0,0.0,0.0188346737500118,1.0083028575641984,,,,80.99333190917969,,,,79.40333557128906
2019-04-01 00:00:00-04:00,82.0,82.45999908447266,79.44667053222656,80.47000122070312,3569700,0.0,0.0,-0.006052345223698352,1.0022002605801783,,,,80.99333190917969,,,,79.5
2019-04-02 00:00:00-04:00,80.33333587646484,80.47000122070312,78.91999816894531,80.06666564941406,2818800,0.0,0.0,-0.005012247609924136,0.99717698471942,,,,80.99333190917969,,,,79.27666473388672
2019-04-03 00:00:00-04:00,80.3133316040039,81.49333190917969,79.68333435058594,80.73666381835938,2694600,0.0,0.0,0.00836800388165293,1.0055213655982471,,,,80.96500015258789,,,,78.31666564941406
2019-04-04 00:00:00-04:00,80.61666870117188,80.75666809082031,77.71666717529297,79.02333068847656,3680100,0.0,0.0,-0.021221252512209965,0.9841829427924645,,,,80.08833312988281,,,,74.83333587646484
2019-04-05 00:00:00-04:00,79.78333282470703,80.13999938964844,79.19667053222656,79.61666870117188,3790800,0.0,0.0,0.0075083903389792095,0.9915725724919157,80.57166709899903,82.40008341548291,78.74325078251515,80.08833312988281,,,,75.61666870117188
2019-04-08 00:00:00-04:00,79.163330078125,79.96666717529297,78.02999877929688,79.62666320800781,2452800,0.0,0.0,0.0001255328437999026,0.9916970474167746,80.53833351135253,82.41010043818315,78.66656658452192,80.08833312988281,,,,73.25
2019-04-09 00:00:00-04:00,79.28333282470703,80.9366683959961,79.19999694824219,80.25666809082031,2439600,0.0,0.0,0.007911983969072667,0.9995433385581127,80.54750022888183,82.41176792496756,78.6832325327961,80.08833312988281,,,,74.9433364868164
2019-04-10 00:00:00-04:00,80.22000122070312,81.95999908447266,79.90333557128906,80.83999633789062,3193200,0.0,0.0,0.00726828388153633,1.0068083032946518,80.54366683959961,82.40516568477554,78.68216799442368,80.08833312988281,,,,75.2066650390625
2019-04-11 00:00:00-04:00,81.2699966430664,82.13666534423828,81.0,81.97666931152344,2204700,0.0,0.0,0.014060774679922172,1.0209648079931526,80.59650039672852,82.5562070921659,78.63679370129113,80.08833312988281,,,,74.5633316040039
2019-04-12 00:00:00-04:00,82.31666564941406,82.45999908447266,81.10333251953125,81.55332946777344,2458500,0.0,0.0,-0.00516415032844586,1.015692392244623,80.67883338928223,82.65416432254766,78.7035024560168,80.08833312988281,,,,75.913330078125
2019-04-15 00:00:00-04:00,81.98999786376953,82.88333129882812,81.63333129882812,82.73999786376953,2886000,0.0,0.0,0.014550827093638308,1.0304715566244984,80.79899978637695,82.96206478294742,78.63593478980648,80.29999923706055,80.56833267211914,,,76.0
2019-04-16 00:00:00-04:00,82.91666412353516,83.05332946777344,80.91666412353516,81.49333190917969,2947200,0.0,0.0,-0.015067270809487665,1.0149451626193629,80.83199958801269,83.01641784675269,78.6475813292727,80.3849983215332,80.56833267211914,,,71.93000030517578
2019-04-17 00:00:00-04:00,81.9366683959961,82.19999694824219,79.63333129882812,79.80999755859375,5013000,0.0,0.0,-0.020656099231062597,0.9939803546262104,80.72549934387207,82.89085837648621,78.56014031125794,80.54166412353516,80.56833267211914,,,72.086669921875
2019-04-18 00:00:00-04:00,79.3499984741211,79.47666931152344,77.11333465576172,78.48666381835938,3157500,0.0,0.0,-0.016581052258056173,0.977499114422672,80.48666572570801,82.52856253957957,78.44476891183645,80.08333206176758,80.26666641235352,,,71.49333190917969
2019-04-22 00:00:00-04:00,78.14666748046875,79.85333251953125,78.00333404541016,79.76000213623047,1985100,0.0,0.0,0.016223626485360132,0.9933576949448357,80.43533248901367,82.49621912749241,78.37444585053494,80.08333206176758,80.26666641235352,,,71.77333068847656
2019-04-23 00:00:00-04:00,79.89666748046875,80.73332977294922,79.45999908447266,80.36333465576172,4604100,0.0,0.0,0.007564349340171139,1.0008717995691456,80.42299919128418,82.48249382176454,78.36350456080382,80.08333206176758,80.26666641235352,,,68.0999984741211
2019-04-24 00:00:00-04:00,81.0,81.47000122070312,80.36666870117188,81.03666687011719,3527400,0.0,0.0,0.008378599733817715,1.0092577037626014,80.40483245849609,82.43543065988953,78.37423425710264,80.08333206176758,80.26666641235352,,,66.71333312988281
2019-04-25 00:00:00-04:00,81.36000061035156,82.1933364868164,79.9566650390625,81.81999969482422,2703600,0.0,0.0,0.0096663998528288,1.0190135922817185,80.5049991607666,82.60684008652503,78.40315823500818,80.08333206176758,80.26666641235352,,,65.56666564941406
