Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2022-09-16 00:00:00-04:00,49.126815795898445,49.12779818545586,49.11698815074581,49.12681579589844,4400,0.0,0.0,0.0,,,,,,,,,,49.05801010131836
2022-09-19 00:00:00-04:00,49.10715583100267,49.10715583100267,49.09732818603516,49.09732818603516,7800,0.0,0.0,0.0,-0.0006002345030010625,0.9993997654969989,,,,,,,,49.06783676147461
2022-09-20 00:00:00-04:00,49.09634724382481,49.10224533081055,49.09634724382481,49.10224533081055,100,0.0,0.0,0.0,0.00010015096456483796,0.9994998563474994,,,,,,,,49.087493896484375
2022-09-21 00:00:00-04:00,49.08258438110352,49.08258438110352,49.08258438110352,49.08258438110352,100,0.0,0.0,0.0,-0.00040040836370236477,0.9990996482454986,,,,,,,,49.11698532104492
2022-09-22 00:00:00-04:00,49.08749869637427,49.08749869637427,49.07767105102539,49.07767105102539,8600,0.0,0.0,0.0,-0.00010010332870780125,0.9989996350449984,,,,,,,,49.0924072265625
2022-09-23 00:00:00-04:00,49.06783898387628,49.06783898387628,49.05801133866203,49.06489181518555,8100,0.0,0.0,0.0,-0.0002603879843148249,0.9987395075436978,,,,,,,,49.05801010131836
2022-09-26 00:00:00-04:00,49.05800292532751,49.05800292532751,49.03342819213867,49.03342819213867,15100,0.0,0.0,0.0,-0.0006412655135445977,0.9980990503404955,,,,,,,,49.05307388305664
2022-09-27 00:00:00-04:00,49.028518676757805,49.028518676757805,49.028518676757805,49.02851867675781,100,0.0,0.0,0.0,-0.00010012588476626672,0.9979991147899958,,,,,,,,49.0333251953125
2022-09-28 00:00:00-04:00,49.087493896484375,49.087493896484375,49.087493896484375,49.087493896484375,100,0.0,0.0,0.0,0.0012028758224449376,0.9991995837959982,,,,49.07815843110683,,,,49.02345275878906
2022-09-29 00:00:00-04:00,49.087496328751776,49.087496328751776,49.08258438110352,49.08258438110352,500,0.0,0.0,0.0,-0.00010001560461014858,0.9990996482454986,,,,49.06783725388024,,,,49.03825759887695
2022-09-30 00:00:00-04:00,49.07766868387691,49.087496328751776,49.07766868387691,49.08258438110352,400,0.0,0.0,0.0,0.0,0.9990996482454986,,,,49.06538200378418,,,,49.02838897705078
2022-10-03 00:00:00-04:00,49.10715727864991,49.11698867348564,49.10224533081055,49.10224533081055,12800,0.0,0.0,0.0,0.00040056875478211573,0.9994998563474995,,,,49.072753675121724,,,,49.048133850097656
2022-10-04 00:00:00-04:00,49.12583392917499,49.12681631874286,49.10224533081055,49.10224533081055,10000,0.0,0.0,0.0,0.0,0.9994998563474995,,,,49.07766749775033,,,,49.08763122558594
2022-10-05 00:00:00-04:00,49.09732292330855,49.09732292330855,49.0924072265625,49.0924072265625,100,0.0,0.0,0.0,-0.00020035955956321239,0.9992995969964982,,,,49.07766749775033,,,,49.17648315429688
2022-10-06 00:00:00-04:00,49.14647391002951,49.14647391002951,49.09732818603516,49.09732818603516,5900,0.0,0.0,0.0,0.00010023870799313883,0.9993997654969992,,,,49.087496293393656,,,,49.17154693603516
2022-10-07 00:00:00-04:00,49.087493896484375,49.087493896484375,49.07766625209646,49.087493896484375,2000,0.0,0.0,0.0,-0.00020030192912989797,0.9991995837959982,,,,49.087496293393656,,,,49.15673828125
2022-10-10 00:00:00-04:00,49.08749395364045,49.08749395364045,49.04817962646485,49.04817962646485,300,0.0,0.0,0.0,-0.0008009019589069188,0.998399322891997,,,,49.097326768247186,,,,49.17648315429688
2022-10-11 00:00:00-04:00,49.07766960356873,49.08749724862776,49.07275390625,49.07275390625,700,0.0,0.0,0.0,0.0005010232789941504,0.9988995441944979,,,,49.097326768247186,,,,49.181419372558594
2022-10-12 00:00:00-04:00,49.08749152981646,49.0924072265625,49.08749152981646,49.0924072265625,700,0.0,0.0,0.0,0.00040049352742754785,0.9992995969964981,,,,49.097326768247186,,,,49.16660690307617
2022-10-13 00:00:00-04:00,49.028518676757805,49.04817771436831,49.028518676757805,49.02851867675781,2800,0.0,0.0,0.0,-0.0013013937065632364,0.9979991147899956,49.07948627471924,49.13169288467695,49.02727966476152,49.087496293393656,,,,49.14685821533203
2022-10-14 00:00:00-04:00,49.04817528179868,49.04817528179868,49.03342819213867,49.03342819213867,3300,0.0,0.0,0.0,0.00010013591096291741,0.9980990503404953,49.07481689453125,49.12593788473749,49.02369590432502,49.087496293393656,,,,49.15673828125
2022-10-17 00:00:00-04:00,49.05112962496838,49.05801010131837,49.04818245635199,49.05801010131836,14700,0.0,0.0,0.0,0.0005013296048435034,0.9985994269429972,49.07285099029541,49.123372057374375,49.02232992321644,49.087496293393656,,,,49.16167068481445
2022-10-18 00:00:00-04:00,49.061942424360126,49.06783676147461,49.058009116705485,49.06783676147461,6200,0.0,0.0,0.0,0.0002003069455112083,0.9987994533439973,49.07113056182861,49.11982137659059,49.02243974706663,49.087496293393656,,,,49.18734359741211
2022-10-19 00:00:00-04:00,49.028518676757805,49.028518676757805,49.028518676757805,49.02851867675781,100,0.0,0.0,0.0,-0.0008013005527006678,0.9979991147899957,49.06842727661133,49.120213851513185,49.01664070170948,49.060462951660156,,,,49.200172424316406
2022-10-20 00:00:00-04:00,49.02360534667969,49.02360534667969,49.02360534667969,49.02360534667969,100,0.0,0.0,0.0,-0.00010021371664348244,0.9978991015894957,49.065723991394044,49.120871262594086,49.010576720194,49.058006286621094,,,,49.20610046386719
2022-10-21 00:00:00-04:00,49.06783537885348,49.06783537885348,49.06292343139648,49.06292343139648,900,0.0,0.0,0.0,0.0008020235239480922,0.9986994401434971,49.06562557220459,49.12078559514882,49.01046554926036,49.058006286621094,49.0850396283546,,,49.21597290039063
2022-10-24 00:00:00-04:00,49.06685535674594,49.06783774628474,49.05801010131837,49.05801010131836,1200,0.0,0.0,0.0,-0.00010014344304187794,0.9985994269429971,49.06685466766358,49.12013356887757,49.013575766449584,49.058006286621094,49.0850396283546,,,49.23473358154297
2022-10-25 00:00:00-04:00,49.07963293486022,49.07963293486022,49.06783676147461,49.06783676147461,2600,0.0,0.0,0.0,0.0002003069455112083,0.9987994533439972,49.068820571899415,49.11908050203933,49.0185606417595,49.05161914076996,49.0850396283546,,,49.2862434387207
2022-10-26 00:00:00-04:00,49.07766625209646,49.09142720398644,49.07766625209646,49.087493896484375,700,0.0,0.0,0.0,0.00040061140468283796,0.9991995837959978,49.068820571899415,49.11908050203933,49.0185606417595,49.057516275333064,49.0850396283546,,,49.27138519287109
2022-10-27 00:00:00-04:00,49.12681296563137,49.12681296563137,49.11698532104492,49.11698532104492,2400,0.0,0.0,0.0,0.0006007930374840598,0.9997998959489994,49.07054061889649,49.12480701141062,49.01627422638236,49.07520915615553,49.0850396283546,,,49.246620178222656
2022-10-28 00:00:00-04:00,49.10715056722263,49.10715056722263,49.0924072265625,49.0924072265625,1200,0.0,0.0,0.0,-0.0005003990843853723,0.999299596996498,49.071031761169436,49.12590629516123,49.016157227177644,49.07520915615553,49.0850396283546,,,49.27633666992188
2022-10-31 00:00:00-04:00,49.0776691408295,49.0776691408295,49.05801010131837,49.05801010131836,500,0.0,0.0,0.0,-0.0007006607984284541,0.9985994269429972,49.068819999694824,49.12200576969871,49.01563422969094,49.07520915615553,49.0850396283546,,,49.31100463867188
2022-11-01 00:00:00-04:00,49.09749973482009,49.09749973482009,49.05307388305664,49.05307388305664,400,0.22,0.0,0.0,-0.00010062002620003785,0.9984989478424948,49.06636142730713,49.11763049476565,49.01509235984861,49.07520915615553,49.0850396283546,,,49.33577346801758
2022-11-02 00:00:00-04:00,49.0382588900152,49.058004967363495,49.0333251953125,49.0333251953125,5300,0.0,0.0,0.0,-0.000402598373166585,0.9980969537904849,49.06340732574463,49.11514449169879,49.01167015979046,49.08006908047194,49.0850396283546,,,49.30110168457031
2022-11-03 00:00:00-04:00,48.99877298548693,49.02839021992124,48.99877298548693,49.02345275878906,15700,0.0,0.0,0.0,-0.00020134136292226934,0.9978959955894802,49.05971355438233,49.11178740161468,49.00763970714998,49.06279297555915,49.07262344775822,,,49.29119491577149
2022-11-04 00:00:00-04:00,49.03825759887695,49.03825759887695,49.03332390430415,49.03825759887695,1300,0.0,0.0,0.0,0.0003019950504248303,0.998197355240987,49.05725173950195,49.108478865060995,49.006024613942905,49.06279297555915,49.07262344775822,,,49.380348205566406
2022-11-07 00:00:00-05:00,49.02838897705078,49.02838897705078,49.02838897705078,49.02838897705078,800,0.0,0.0,0.0,-0.0002012433212227327,0.9979964746899825,49.05626220703125,49.108912503724135,49.00361191033837,49.06279297555915,49.07262344775822,,,49.375396728515625
